workerId,opName,nanoTime,numTuples,destWorkerId
7,Shuffle(S),2139068258,449,2
7,Shuffle(S),2174140419,5542,1
7,Shuffle(S),2207705780,432,3
7,Shuffle(S),2240921974,415,4
7,Shuffle(S),2284471352,315,6
7,Shuffle(S),2307556471,4143,5
7,Shuffle(S),2324233849,311,7
7,Shuffle(S),2357712790,302,8
7,Shuffle(S),2391120861,337,2
7,Shuffle(S),2424355109,4020,1
7,Shuffle(S),2474326566,287,3
7,Shuffle(S),2531297515,285,4
7,Shuffle(S),2567295067,152,6
7,Shuffle(S),2604771739,5772,5
7,Shuffle(S),2642609624,178,7
7,Shuffle(S),2681666948,152,8
7,Shuffle(S),2720499405,178,2
7,Shuffle(S),2758301852,3122,1
7,Shuffle(S),2796970798,278,3
7,Shuffle(S),2835125158,168,4
7,Shuffle(S),2880641677,471,6
7,Shuffle(S),2908580955,3798,5
7,Shuffle(S),2967907703,521,7
7,Shuffle(S),3016090644,468,8
7,Shuffle(S),3072352249,472,2
7,Shuffle(S),3108724336,3247,1
7,Shuffle(S),3145940292,578,3
7,Shuffle(S),3182229990,445,4
7,Shuffle(S),3230242031,1284,6
7,Shuffle(S),3260023741,3855,5
7,Shuffle(S),3331201468,544,7
7,Shuffle(S),3365022506,537,8
7,Shuffle(S),3403176289,520,2
7,Shuffle(S),3437024903,2041,1
7,Shuffle(S),3474542673,707,3
7,Shuffle(S),3520778380,512,4
7,Shuffle(S),3562001860,320,6
7,Shuffle(S),3593409927,2444,5
7,Shuffle(S),3631503485,386,7
7,Shuffle(S),3678073422,318,8
7,Shuffle(S),3711701187,266,2
7,Shuffle(S),3766627896,331,1
7,Shuffle(S),3799900521,601,3
7,Shuffle(S),3833627526,334,4
