workerId,nanoTime,numTuples,destWorkerId
4,1921838473,1307,6
4,1961220212,1254,5
4,2002988527,1234,7
4,2036318255,1194,8
4,2086293994,1233,2
4,2128222943,1222,1
4,2169803451,1272,3
4,2203053741,1284,4
4,2253802425,1236,6
4,2300860500,1334,5
4,2311676450,1184,7
4,2344745066,1218,8
4,2378094539,1227,2
4,2428166373,1262,1
4,2461510338,1258,3
4,2494810079,1281,4
4,2537603714,1251,6
4,2561444649,1226,5
4,2594779878,1284,7
4,2628123118,1227,8
4,2661495653,1244,2
4,2678165858,1226,1
4,2711574081,1263,3
4,2744862112,1279,4
4,2787709131,1184,6
4,2811614754,1177,5
4,2844894382,1287,7
4,2878286378,1270,8
4,2911603262,1283,2
4,2944982923,1289,1
4,2978270958,1280,3
4,3011627194,1230,4
4,3070967056,1299,6
4,3094896451,1192,5
4,3128260364,1220,7
4,3161607440,1238,8
4,3194890729,1222,2
4,3228326352,1251,1
4,3261672900,1289,3
4,3294995902,1289,4
4,3338174003,1222,6
4,3361711179,1217,5
4,3394999816,1282,7
4,3428352876,1277,8
4,3461676050,1210,2
4,3495057119,1263,1
4,3528366024,1244,3
4,3561821390,1285,4
4,3601415627,619,6
4,3628670106,616,5
4,3662311760,639,7
4,3892959534,601,8
4,3909710789,648,2
4,3926360626,663,1
4,3943163774,604,3
4,3959799832,610,4
2,289259070,1206,6
2,310205451,1228,5
2,326919147,1240,7
2,376849525,1262,8
2,410155776,1263,2
2,443489012,1255,1
2,477031880,1271,3
2,510328989,1275,4
2,554329641,1255,6
2,593524612,1256,5
2,610199531,1235,7
2,643605677,1272,8
2,676898667,1195,2
2,710246400,1264,1
2,743600234,1250,3
2,776977965,1273,4
2,823751590,1244,6
2,843576372,1212,5
2,876851898,1205,7
2,910342540,1290,8
2,943636887,1217,2
2,977014445,1283,1
2,1035418075,1275,3
2,1068820356,1274,4
2,1112981827,1213,6
2,1135325556,1298,5
2,1168701692,1250,7
2,1201967388,1287,8
2,1235422760,1249,2
2,1268746437,1222,1
2,1302126377,1249,3
2,1335488463,1232,4
2,1379885839,1245,6
2,1410486107,1298,5
2,1443755706,1278,7
2,1477049686,1226,8
2,1510423838,1216,2
2,1543719737,1221,1
2,1577106932,1246,3
2,1610562495,1270,4
2,1654562078,1253,6
2,1677339813,1252,5
2,1710602562,1240,7
2,1743934928,1246,8
2,1777308712,1259,2
2,1810550475,1280,1
2,1844038919,1246,3
2,1877153801,1224,4
2,1921218573,1229,6
2,1952227264,1213,5
2,2002191403,1239,7
2,2069036363,1251,8
2,2102238410,1243,2
2,2127305041,1285,1
2,2169090490,1245,3
2,2202393265,1295,4
2,2276758445,1275,6
2,2294172000,1226,5
2,2327427782,1257,7
2,2360746061,1254,8
2,2394131520,1271,2
2,2427471646,1298,1
2,2460878548,1221,3
2,2494058377,1198,4
2,2520480544,1257,6
2,2544050916,1205,5
2,2577395349,1249,7
2,2610714301,1210,8
2,2644069654,1236,2
2,2678046647,1333,1
2,2710763065,1255,3
2,2744105229,1255,4
2,2787798267,1246,6
2,2810889613,1294,5
2,2844267741,1258,7
2,2877649324,1235,8
2,2910969783,1287,2
2,2944314195,1220,1
2,2977616061,1198,3
2,3010968790,1262,4
2,3070244932,1214,6
2,3094131250,1248,5
2,3127536553,1241,7
2,3144188020,1286,8
2,3177644634,1276,2
2,3210862077,1208,1
2,3244274684,1262,3
2,3277613917,1265,4
2,3321194738,1295,6
2,3344280968,1179,5
2,3360921375,1255,7
2,3377597109,1249,8
2,3410913577,1214,2
2,3444304093,1254,1
2,3477606296,1222,3
2,3510939450,1332,4
2,3551419130,629,6
2,3577765517,599,5
2,3611041556,656,7
2,3644657064,651,8
2,3678192318,598,2
2,3703602029,609,1
2,3925717556,659,3
2,3942338859,599,4
