workerId,nanoTime,numTuples,destWorkerId
6,1701090506,169,6
6,1723227097,3217,5
6,1756676831,132,7
6,1790094464,129,8
6,1823432193,157,2
6,1856771931,5853,1
6,1890162605,200,3
6,1923463668,143,4
6,1984723452,425,6
6,2015172307,1896,5
6,2048475792,398,7
6,2098383033,456,8
6,2135948093,431,2
6,2173480236,5557,1
6,2206879367,442,3
6,2240222350,395,4
6,2304626454,310,6
6,2323548621,4145,5
6,2356938812,310,7
6,2390162000,283,8
6,2423508812,351,2
6,2456834372,4017,1
6,2490201275,265,3
6,2523491167,319,4
6,2567003800,155,6
6,2590227739,5765,5
6,2623674491,193,7
6,2657023031,139,8
6,2690393898,154,2
6,2723600156,3134,1
6,2756885677,300,3
6,2790228515,160,4
6,2833665648,451,6
6,2856947209,3839,5
6,2890305462,458,7
6,2923618330,469,8
6,2956981687,476,2
6,2990301566,3248,1
6,3023680019,607,3
6,3057060488,452,4
6,3117066103,1307,6
6,3140336378,3871,5
6,3173732928,564,7
6,3207034738,551,8
6,3240550342,510,2
6,3273849359,2021,1
6,3307126993,630,3
6,3340372258,546,4
6,3380578444,333,6
6,3423764579,2418,5
6,3457115894,393,7
6,3490527966,275,8
6,3523980753,271,2
6,3557190195,361,1
6,3590474241,599,3
6,3624042691,350,4
8,231471971,10000,1
8,282323179,167,6
8,301572442,174,5
8,334671046,125,7
8,384595552,166,8
8,417894763,182,2
8,451262091,8886,1
8,468042107,170,3
8,501429020,130,4
8,548060375,297,6
8,584759400,322,5
8,617968918,288,7
8,651347787,328,8
8,684794147,315,2
8,718059322,7807,1
8,751443548,337,3
8,784748886,306,4
8,828989052,386,6
8,851352823,1049,5
8,884845629,265,7
8,918212007,293,8
8,951447134,286,2
8,984733960,7099,1
8,1026385776,334,3
8,1076415221,288,4
8,1120088015,161,6
8,1143132156,2441,5
8,1176503281,153,7
8,1209817620,151,8
8,1243108188,144,2
8,1276506439,6646,1
8,1309848860,158,3
8,1343179570,146,4
8,1395351761,574,6
8,1418135088,2099,5
8,1451549615,626,7
8,1484908261,530,8
8,1518297314,767,2
8,1551653537,4124,1
8,1584912139,651,3
8,1618249437,629,4
8,1662349907,182,6
8,1685008452,3200,5
8,1718215351,144,7
8,1751623855,135,8
8,1784956283,174,2
8,1818308867,5834,1
8,1851659042,185,3
8,1885050128,146,4
8,1928902425,421,6
8,1976811716,1896,5
8,2010055214,392,7
8,2026766436,462,8
8,2060007899,445,2
8,2093460818,5562,1
8,2151750873,444,3
8,2185107175,378,4
8,2249726738,320,6
8,2268358076,4127,5
8,2301690695,309,7
8,2335121738,298,8
8,2368459628,318,2
8,2401829069,4029,1
8,2435170603,285,3
8,2468409549,314,4
8,2511440393,153,6
8,2535141887,5778,5
8,2568563697,177,7
8,2601888342,159,8
8,2635221345,152,2
8,2669091584,3105,1
8,2685201978,310,3
8,2718657366,166,4
8,2761825968,469,6
8,2785159905,3809,5
8,2818583934,471,7
8,2851928744,501,8
8,2885256865,491,2
8,2918582822,3246,1
8,2951936660,562,3
8,2985280074,451,4
8,3028762532,1308,6
8,3051922241,3844,5
8,3101973074,584,7
8,3135340922,534,8
8,3168704101,542,2
8,3202023291,2038,1
8,3235533330,662,3
8,3268768820,488,4
8,3309287508,327,6
8,3335480217,2427,5
8,3368727013,402,7
8,3402108797,286,8
8,3435447254,274,2
8,3468873842,329,1
8,3502207464,616,3
8,3535396586,339,4
4,273886648,10000,1
4,325977616,160,6
4,361192771,169,5
4,394579719,136,7
4,427897221,177,8
4,461066580,162,2
4,494400882,8890,1
4,527968744,173,3
4,561185217,133,4
4,594512439,285,6
4,627700605,288,5
4,661116567,320,7
4,694447248,302,8
4,727783938,321,2
4,761143850,7820,1
4,794473144,349,3
4,827812902,315,4
4,872074612,382,6
4,894561105,1056,5
4,927807179,289,7
4,961232438,263,8
4,994458981,287,2
4,1036133205,7129,1
4,1086271569,324,3
4,1119531883,270,4
4,1163220043,150,6
4,1186132960,2474,5
4,1219616048,128,7
4,1252885371,150,8
4,1286251658,167,2
4,1319590987,6620,1
4,1352970477,170,3
4,1394637076,141,4
4,1438574123,586,6
4,1461258598,2067,5
4,1494582654,677,7
4,1527939625,584,8
4,1561354713,779,2
4,1594640278,4047,1
4,1628012723,674,3
4,1661301482,586,4
4,1705358868,179,6
4,1728019554,3210,5
4,1761457928,137,7
4,1794729175,140,8
4,1828058182,157,2
4,1861352590,5837,1
4,1894698377,199,3
4,1928011815,141,4
4,1996728280,388,6
4,2019785827,1922,5
4,2069790423,402,7
4,2103140621,433,8
4,2153311903,460,2
4,2186519945,5579,1
4,2219919152,437,3
4,2253335833,379,4
4,2306085857,319,6
4,2328226454,4131,5
4,2361531974,315,7
4,2394963356,294,8
4,2411633272,334,2
4,2445026142,4066,1
4,2478272330,247,3
4,2511608486,294,4
4,2554833680,157,6
4,2578271543,5772,5
4,2611592253,181,7
4,2644992802,154,8
4,2694991585,166,2
4,2728328036,3113,1
4,2761616749,321,3
4,2795082939,136,4
4,2838073630,449,6
4,2861766616,3805,5
4,2895059064,502,7
4,2928463349,471,8
4,2961815836,464,2
4,2995082667,3251,1
4,3028448399,584,3
4,3078362889,474,4
4,3121439700,1324,6
4,3145077778,3883,5
4,3178421761,520,7
4,3211735249,544,8
4,3245125642,534,2
4,3278505460,2024,1
4,3311862452,656,3
4,3345200057,515,4
4,3385558315,329,6
4,3411857312,2413,5
4,3445159615,367,7
4,3478471661,334,8
4,3511858094,251,2
4,3545184352,351,1
4,3578635551,615,3
4,3612073017,340,4
2,280642707,10000,1
2,319925292,156,6
2,343739955,182,5
2,393807372,137,7
2,427108092,158,8
2,460505571,179,2
2,493911154,8881,1
2,543817737,178,3
2,560588378,129,4
2,601434016,280,6
2,627229310,260,5
2,660751221,323,7
2,693895734,325,8
2,727157295,333,2
2,760601906,7780,1
2,793887857,368,3
2,827200337,331,4
2,872569143,358,6
2,893827988,1055,5
2,927341061,283,7
2,960683911,264,8
2,993985158,292,2
2,1052333218,7121,1
2,1085744995,344,3
2,1118977221,283,4
2,1163474140,138,6
2,1185640601,2456,5
2,1219013515,155,7
2,1252374228,170,8
2,1285738842,138,2
2,1319191941,6628,1
2,1352514729,170,3
2,1394063954,145,4
2,1438757361,605,6
2,1460750781,2068,5
2,1494019396,684,7
2,1527337781,530,8
2,1560741233,779,2
2,1594188409,4090,1
2,1627504808,654,3
2,1660802754,590,4
2,1705423975,180,6
2,1727465495,3208,5
2,1760863333,143,7
2,1794199683,118,8
2,1827532106,178,2
2,1860853925,5840,1
2,1894088440,198,3
2,1927507997,135,4
2,1998238061,412,6
2,2019267727,1908,5
2,2052719656,423,7
2,2085862451,424,8
2,2119424833,420,2
2,2152573628,5592,1
2,2185918420,450,3
2,2219366278,371,4
2,2284423660,317,6
2,2311041330,4119,5
2,2344359060,329,7
2,2377691353,309,8
2,2411120524,302,2
2,2444486960,4015,1
2,2477698417,276,3
2,2527667911,333,4
2,2570780993,184,6
2,2594348054,5770,5
2,2627704759,176,7
2,2661015317,149,8
2,2694457635,149,2
2,2727817845,3110,1
2,2761031035,299,3
2,2794454685,163,4
2,2837298771,462,6
2,2861259519,3794,5
2,2894627331,485,7
2,2927892023,466,8
2,2961264528,493,2
2,2994597489,3260,1
2,3044555925,608,3
2,3077771487,432,4
2,3120707534,1282,6
2,3161136805,3884,5
2,3194455904,512,7
2,3227836139,513,8
2,3261184599,538,2
2,3294649216,2035,1
2,3327899337,715,3
2,3394516261,521,4
2,3434346941,318,6
2,3461230665,2409,5
2,3494550710,409,7
2,3527895029,291,8
2,3561258409,288,2
2,3594622401,319,1
2,3628123319,604,3
2,3661626899,362,4
