workerId,opName,nanoTime,numTuples,eventType
5,SendResult,1228028890,-1,return
5,SendResult,1244033939,-1,call
5,Join,1244058117,-1,call
5,GatherR,1244079371,-1,call
5,GatherR,1244112093,1257,return
5,GatherS,1244858434,-1,call
5,GatherS,1244895130,-1,return
5,GatherR,1244936691,-1,call
5,GatherR,1244972549,-1,return
5,GatherS,1245019192,-1,call
5,GatherS,1245049597,-1,return
5,Join,1245077496,-1,return
5,SendResult,1245096872,-1,return
5,SendResult,1253021187,-1,call
5,Join,1253044689,-1,call
5,GatherR,1253065585,-1,call
5,GatherR,1253086185,-1,return
5,GatherS,1253109732,-1,call
5,GatherS,1253142121,2441,return
5,GatherR,1253838219,-1,call
5,GatherR,1253860332,-1,return
5,GatherS,1253883114,-1,call
5,GatherS,1253902984,-1,return
5,Join,1253936390,-1,return
5,SendResult,1253956279,-1,return
5,SendResult,1259021893,-1,call
5,Join,1259045889,-1,call
5,GatherR,1259067124,-1,call
5,GatherR,1259102118,1281,return
5,GatherS,1260223514,-1,call
5,GatherS,1260247404,-1,return
5,GatherR,1260274711,-1,call
5,GatherR,1260295025,-1,return
5,GatherS,1260317152,-1,call
5,GatherS,1260337102,-1,return
5,Join,1260359053,-1,return
5,SendResult,1260378348,-1,return
5,SendResult,1268035531,-1,call
5,Join,1268060024,-1,call
5,GatherR,1268094380,-1,call
5,GatherR,1268116471,-1,return
5,GatherS,1268142045,-1,call
5,GatherS,1268176421,2450,return
5,GatherR,1268911365,-1,call
5,GatherR,1268935024,-1,return
5,GatherS,1268958955,-1,call
5,GatherS,1268979887,-1,return
5,Join,1269002837,-1,return
5,SendResult,1269022854,-1,return
5,SendResult,1278024318,-1,call
5,Join,1278056788,-1,call
5,GatherR,1278079826,-1,call
5,GatherR,1278101800,-1,return
5,GatherS,1278127610,-1,call
5,GatherS,1278162210,2476,return
5,GatherR,1278889674,-1,call
5,GatherR,1278912602,-1,return
5,GatherS,1278936071,-1,call
5,GatherS,1278956063,-1,return
5,Join,1278978350,-1,return
5,SendResult,1278997580,-1,return
5,SendResult,1291061779,-1,call
5,Join,1291111207,-1,call
5,GatherR,1291159497,-1,call
5,GatherR,1291203057,-1,return
5,GatherS,1291254230,-1,call
5,GatherS,1291321793,2456,return
5,GatherR,1292352145,-1,call
5,GatherR,1292376728,-1,return
5,GatherS,1292401284,-1,call
5,GatherS,1292422280,-1,return
5,Join,1292448721,-1,return
5,SendResult,1292469368,-1,return
5,SendResult,1294021934,-1,call
5,Join,1294045800,-1,call
5,GatherR,1294067079,-1,call
5,GatherR,1294087710,-1,return
5,GatherS,1294111557,-1,call
5,GatherS,1294145491,2474,return
5,GatherR,1295091329,-1,call
5,GatherR,1295115743,-1,return
5,GatherS,1295140186,-1,call
5,GatherS,1295172178,-1,return
5,Join,1295195020,-1,return
5,SendResult,1295226319,-1,return
5,SendResult,1305030359,-1,call
5,Join,1305057764,-1,call
5,GatherR,1305081307,-1,call
5,GatherR,1305109359,-1,return
5,GatherS,1305136392,-1,call
5,GatherS,1305174584,2471,return
5,GatherR,1305946028,-1,call
5,GatherR,1305970485,-1,return
5,GatherS,1305995617,-1,call
5,GatherS,1306026075,-1,return
5,Join,1306052424,-1,return
5,SendResult,1306073421,-1,return
5,SendResult,1310028969,-1,call
5,Join,1310055365,-1,call
5,GatherR,1310079532,-1,call
5,GatherR,1310110294,-1,return
5,GatherS,1310137328,-1,call
5,GatherS,1310174089,2472,return
5,GatherR,1310952797,-1,call
5,GatherR,1310977553,-1,return
5,GatherS,1311002900,-1,call
5,GatherS,1311027637,-1,return
5,Join,1311052743,-1,return
5,SendResult,1311074254,-1,return
5,SendResult,1333030760,-1,call
5,Join,1333057614,-1,call
5,GatherR,1333081136,-1,call
5,GatherR,1333123318,1222,return
5,GatherS,1334338101,-1,call
5,GatherS,1334363159,-1,return
5,GatherR,1334391008,-1,call
5,GatherR,1334412788,-1,return
5,GatherS,1334436291,-1,call
5,GatherS,1334457122,-1,return
5,Join,1334483544,-1,return
5,SendResult,1334503776,-1,return
5,SendResult,1350055830,-1,call
5,Join,1350098311,-1,call
5,GatherR,1350132762,-1,call
5,GatherR,1350170484,-1,return
5,GatherS,1350213794,-1,call
5,GatherS,1350278498,2465,return
5,GatherR,1352549682,-1,call
5,GatherR,1352618981,1209,return
5,GatherS,1353728997,-1,call
5,GatherS,1353759928,-1,return
5,GatherR,1353787576,-1,call
5,GatherR,1353809668,-1,return
5,GatherS,1353833935,-1,call
5,GatherS,1353862342,-1,return
5,Join,1353888785,-1,return
5,SendResult,1353910227,-1,return
5,SendResult,1353948661,-1,call
5,Join,1353982593,-1,call
5,GatherR,1354004117,-1,call
5,GatherR,1354038138,-1,return
5,GatherS,1354063536,-1,call
5,GatherS,1354089124,-1,return
5,Join,1354113308,-1,return
5,SendResult,1354134113,-1,return
5,SendResult,1402035460,-1,call
5,Join,1402061888,-1,call
5,GatherR,1402084527,-1,call
5,GatherR,1402122929,1192,return
5,GatherS,1402968628,-1,call
5,GatherS,1403003033,-1,return
5,GatherR,1403055938,-1,call
5,GatherR,1403093558,-1,return
5,GatherS,1403132506,-1,call
5,GatherS,1403167753,-1,return
5,Join,1403203875,-1,return
5,SendResult,1403244616,-1,return
5,SendResult,1434037253,-1,call
5,Join,1434061966,-1,call
5,GatherR,1434097055,-1,call
5,GatherR,1434136298,1280,return
5,GatherS,1435103090,-1,call
5,GatherS,1435129472,-1,return
5,GatherR,1435156705,-1,call
5,GatherR,1435185351,-1,return
5,GatherS,1435210796,-1,call
5,GatherS,1435232903,-1,return
5,Join,1435257173,-1,return
5,SendResult,1435282073,-1,return
5,SendResult,1494049363,-1,call
5,Join,1494077193,-1,call
5,GatherR,1494100441,-1,call
5,GatherR,1494166277,1286,return
5,GatherS,1495021966,-1,call
5,GatherS,1495047034,-1,return
5,GatherR,1495073725,-1,call
5,GatherR,1495095370,-1,return
5,GatherS,1495119107,-1,call
5,GatherS,1495140365,-1,return
5,Join,1495163747,-1,return
5,SendResult,1495184205,-1,return
5,SendResult,1502025519,-1,call
5,Join,1502051625,-1,call
5,GatherR,1502074164,-1,call
5,GatherR,1502117030,1298,return
5,GatherS,1503071760,-1,call
5,GatherS,1503096909,-1,return
5,GatherR,1503122880,-1,call
5,GatherR,1503144478,-1,return
5,GatherS,1503168063,-1,call
5,GatherS,1503189508,-1,return
5,Join,1503212943,-1,return
5,SendResult,1503233560,-1,return
5,SendResult,1510021650,-1,call
5,Join,1510051579,-1,call
5,GatherR,1510073669,-1,call
5,GatherR,1510107158,1227,return
5,GatherS,1510918731,-1,call
5,GatherS,1510959619,-1,return
5,GatherR,1511004005,-1,call
5,GatherR,1511042435,-1,return
5,GatherS,1511083753,-1,call
5,GatherS,1511124230,-1,return
5,Join,1511180104,-1,return
5,SendResult,1511211604,-1,return
5,SendResult,1519044030,-1,call
5,Join,1519070480,-1,call
5,GatherR,1519098935,-1,call
5,GatherR,1519121502,-1,return
5,GatherS,1519160702,-1,call
5,GatherS,1519218560,2099,return
5,GatherR,1520322211,-1,call
5,GatherR,1520351030,-1,return
5,GatherS,1520376595,-1,call
5,GatherS,1520403177,-1,return
5,Join,1520426811,-1,return
5,SendResult,1520459882,-1,return
5,SendResult,1526045624,-1,call
5,Join,1526093823,-1,call
5,GatherR,1526142495,-1,call
5,GatherR,1526223762,1180,return
5,GatherS,1527381986,-1,call
5,GatherS,1527423426,-1,return
5,GatherR,1527484027,-1,call
5,GatherR,1527521813,-1,return
5,GatherS,1527692253,-1,call
5,GatherS,1527731420,-1,return
5,Join,1527757634,-1,return
5,SendResult,1527791390,-1,return
5,SendResult,1534037886,-1,call
5,Join,1534091190,-1,call
5,GatherR,1534134649,-1,call
5,GatherR,1534176894,-1,return
5,GatherS,1534222323,-1,call
5,GatherS,1534299297,2079,return
5,GatherR,1535611859,-1,call
5,GatherR,1535639274,-1,return
5,GatherS,1535666007,-1,call
5,GatherS,1535688535,-1,return
5,Join,1535713314,-1,return
5,SendResult,1535734995,-1,return
5,SendResult,1544033654,-1,call
5,Join,1544073336,-1,call
5,GatherR,1544125116,-1,call
5,GatherR,1544165171,-1,return
5,GatherS,1544223908,-1,call
5,GatherS,1544299670,2104,return
5,GatherR,1545346414,-1,call
5,GatherR,1545371768,-1,return
5,GatherS,1545396971,-1,call
5,GatherS,1545418592,-1,return
5,Join,1545442148,-1,return
5,SendResult,1545462852,-1,return
5,SendResult,1552025640,-1,call
5,Join,1552051686,-1,call
5,GatherR,1552074646,-1,call
5,GatherR,1552096980,-1,return
5,GatherS,1552122330,-1,call
5,GatherS,1552158970,2068,return
5,GatherR,1553496827,-1,call
5,GatherR,1553521830,-1,return
5,GatherS,1553547512,-1,call
5,GatherS,1553569937,-1,return
5,Join,1553594742,-1,return
5,SendResult,1553616597,-1,return
5,SendResult,1560028326,-1,call
5,Join,1560054037,-1,call
5,GatherR,1560076923,-1,call
5,GatherR,1560099057,-1,return
5,GatherS,1560129751,-1,call
5,GatherS,1560167248,2067,return
5,GatherR,1561053283,-1,call
5,GatherR,1561079167,-1,return
5,GatherS,1561105289,-1,call
5,GatherS,1561127850,-1,return
5,Join,1561152570,-1,return
5,SendResult,1561174126,-1,return
5,SendResult,1576037760,-1,call
5,Join,1576080546,-1,call
5,GatherR,1576128732,-1,call
5,GatherR,1576169059,-1,return
5,GatherS,1576210996,-1,call
5,GatherS,1576268225,2092,return
5,GatherR,1577749545,-1,call
5,GatherR,1577776274,-1,return
5,GatherS,1577802734,-1,call
5,GatherS,1577840526,-1,return
5,Join,1577864729,-1,return
5,SendResult,1577898974,-1,return
5,SendResult,1584037562,-1,call
5,Join,1584080285,-1,call
5,GatherR,1584119308,-1,call
5,GatherR,1584158972,-1,return
5,GatherS,1584202976,-1,call
5,GatherS,1584272368,2085,return
5,GatherR,1585201088,-1,call
5,GatherR,1585261169,-1,return
5,GatherS,1585290140,-1,call
5,GatherS,1585312947,-1,return
5,Join,1585337768,-1,return
5,SendResult,1585359518,-1,return
5,SendResult,1600024140,-1,call
5,Join,1600062060,-1,call
5,GatherR,1600086823,-1,call
5,GatherR,1600134096,1233,return
5,GatherS,1601462356,-1,call
5,GatherS,1601487546,-1,return
5,GatherR,1601514121,-1,call
5,GatherR,1601548163,-1,return
5,GatherS,1601577101,-1,call
5,GatherS,1601598978,-1,return
5,Join,1601622563,-1,return
5,SendResult,1601643293,-1,return
5,SendResult,1617053241,-1,call
5,Join,1617109243,-1,call
5,GatherR,1617149820,-1,call
5,GatherR,1617193193,-1,return
5,GatherS,1617233823,-1,call
5,GatherS,1617304885,2133,return
5,GatherR,1619235975,-1,call
