workerId,nanoTime,numTuples,destWorkerId
3,1040212134,143,1
3,2059371044,3259,1
3,3065649769,5422,1
3,3549528390,10000,1
3,4236235180,10000,1
3,4897241800,3093,1
1,1031169627,209,1
1,2049172616,1402,1
1,3057253192,2858,1
1,4078224688,5901,1
1,4888275121,1566,1
7,1036117216,159,1
7,2055480109,3272,1
7,3060842477,4045,1
7,4140191100,4041,1
7,4893253135,739,1
5,1001856273,140,1
5,2076853745,1003,1
5,2413825865,10000,1
5,2441449427,10000,1
5,2480383113,10000,1
5,2518129100,10000,1
5,2556666536,10000,1
5,2595475333,10000,1
5,2639974919,10000,1
5,2733050327,10000,1
5,2783048573,10000,1
5,2819065828,10000,1
5,2857651639,10000,1
5,2895833651,10000,1
5,2932926858,10000,1
5,2970162367,10000,1
5,3024694567,10000,1
5,3077566857,10000,1
5,3290031871,10000,1
5,3366705113,10000,1
5,3438554481,10000,1
5,3510310986,10000,1
5,3587130299,10000,1
5,3659335785,10000,1
5,3722179458,10000,1
5,3794343402,10000,1
5,3853666293,10000,1
5,3923608935,10000,1
5,3991528316,10000,1
5,4068186032,10000,1
5,4147132636,10000,1
5,4221442157,10000,1
5,4281493775,10000,1
5,4468693435,10000,1
5,4489147709,10000,1
5,4512187018,10000,1
5,4547537806,10000,1
5,4649467543,10000,1
5,4700225098,10000,1
5,4727947368,10000,1
5,4804216202,10000,1
5,4889306968,10000,1
5,4909136289,10000,1
5,4941848562,10000,1
5,4959749354,10000,1
5,4985471821,10000,1
5,5045634269,2673,1
2,980267924,128,1
2,1988198944,1037,1
2,3006043295,3393,1
2,4154062648,4044,1
2,4955249558,693,1
6,1033411968,135,1
6,2034185617,2430,1
6,3058293289,1731,1
6,4158173610,4225,1
6,4958239761,898,1
4,1023091563,205,1
4,2024121979,728,1
4,3023832324,1710,1
4,4147103057,2659,1
4,4947294558,365,1
8,1020043267,222,1
8,2021275872,1608,1
8,3046053510,2228,1
8,4145079480,4090,1
8,4946289187,429,1
