workerId,opName,nanoTime,numTuples,eventType
1,Insert,1543850,-1,call
1,CollectResult,1589442,-1,call
1,CollectResult,1773238,-1,return
1,Insert,2238259,-1,return
1,Insert,945045831,-1,call
1,CollectResult,945084404,-1,call
1,CollectResult,945140715,128,return
1,Insert,959241012,128,return
1,Insert,959269262,-1,call
1,CollectResult,959290369,-1,call
1,CollectResult,959324922,-1,return
1,Insert,959351522,-1,return
1,Insert,986028003,-1,call
1,CollectResult,986054274,-1,call
1,CollectResult,986090368,222,return
1,Insert,1000252652,222,return
1,Insert,1000279099,-1,call
1,CollectResult,1000299210,-1,call
1,CollectResult,1000333484,135,return
1,Insert,1017104412,135,return
1,Insert,1017130594,-1,call
1,CollectResult,1017150422,-1,call
1,CollectResult,1017184625,205,return
1,Insert,1033877293,205,return
1,Insert,1033903246,-1,call
1,CollectResult,1033923157,-1,call
1,CollectResult,1033944366,-1,return
1,Insert,1033967846,-1,return
1,Insert,1033991459,-1,call
1,CollectResult,1034010992,-1,call
1,CollectResult,1034031069,-1,return
1,Insert,1034052425,-1,return
1,Insert,1052024772,-1,call
1,CollectResult,1052049408,-1,call
1,CollectResult,1052084249,159,return
1,Insert,1067661269,159,return
1,Insert,1067688503,-1,call
1,CollectResult,1067708481,-1,call
1,CollectResult,1067747007,209,return
1,Insert,1084400410,209,return
1,Insert,1084428238,-1,call
1,CollectResult,1084460006,-1,call
1,CollectResult,1084514049,143,return
1,Insert,1101087275,143,return
1,Insert,1101115614,-1,call
1,CollectResult,1101210117,-1,call
1,CollectResult,1101234553,-1,return
1,Insert,1101260225,-1,return
1,Insert,1101285566,-1,call
1,CollectResult,1101310838,-1,call
1,CollectResult,1101332222,-1,return
1,Insert,1101354483,-1,return
1,Insert,1111035964,-1,call
1,CollectResult,1111061967,-1,call
1,CollectResult,1111100832,140,return
1,Insert,1126684204,140,return
1,Insert,1126720840,-1,call
1,CollectResult,1126743906,-1,call
1,CollectResult,1126767884,-1,return
1,Insert,1126794317,-1,return
1,Insert,1971046084,-1,call
1,CollectResult,1971070377,-1,call
1,CollectResult,1971103584,1037,return
1,Insert,1985663842,1037,return
1,Insert,1985691962,-1,call
1,CollectResult,1985709023,-1,call
1,CollectResult,1985729276,-1,return
1,Insert,1985753690,-1,return
1,Insert,1995021248,-1,call
1,CollectResult,1995042724,-1,call
1,CollectResult,1995077394,728,return
1,Insert,2010662005,728,return
1,Insert,2010690316,-1,call
1,CollectResult,2010715387,-1,call
1,CollectResult,2010757757,2430,return
1,Insert,2028505339,2430,return
1,Insert,2028531316,-1,call
1,CollectResult,2028551418,-1,call
1,CollectResult,2028587132,1608,return
1,Insert,2045978476,1608,return
1,Insert,2046003764,-1,call
1,CollectResult,2046021312,-1,call
1,CollectResult,2046049552,-1,return
1,Insert,2046073988,-1,return
1,Insert,2046103739,-1,call
1,CollectResult,2046132915,-1,call
1,CollectResult,2046150063,-1,return
1,Insert,2046168490,-1,return
1,Insert,2073023233,-1,call
1,CollectResult,2073047336,-1,call
1,CollectResult,2073083624,3272,return
1,Insert,2097765288,3272,return
1,Insert,2097796499,-1,call
1,CollectResult,2097813915,-1,call
1,CollectResult,2097851635,3259,return
1,Insert,2116046360,3259,return
1,Insert,2116070332,-1,call
1,CollectResult,2116087223,-1,call
1,CollectResult,2116121352,1402,return
1,Insert,2133385056,1402,return
1,Insert,2133423662,-1,call
1,CollectResult,2133465045,-1,call
1,CollectResult,2133493887,-1,return
1,Insert,2133527200,-1,return
1,Insert,2133572017,-1,call
1,CollectResult,2133600875,-1,call
1,CollectResult,2133629392,-1,return
1,Insert,2133650686,-1,return
1,Insert,2185019797,-1,call
1,CollectResult,2185040882,-1,call
1,CollectResult,2185072844,1003,return
