time,numWorkers
1543850,1
2238259,0
945045831,1
959241012,0
959269262,1
959351522,0
986028003,1
1000252652,0
1000279099,1
1017104412,0
1017130594,1
1033877293,0
1033903246,1
1033967846,0
1033991459,1
1034052425,0
1052024772,1
1067661269,0
1067688503,1
1084400410,0
1084428238,1
1101087275,0
1101115614,1
1101260225,0
1101285566,1
1101354483,0
1111035964,1
1126684204,0
1126720840,1
1126794317,0
1971046084,1
1985663842,0
1985691962,1
1985753690,0
1995021248,1
2010662005,0
2010690316,1
2028505339,0
2028531316,1
2045978476,0
2046003764,1
2046073988,0
2046103739,1
2046168490,0
2073023233,1
2097765288,0
2097796499,1
2116046360,0
2116070332,1
2133385056,0
2133423662,1
2133527200,0
2133572017,1
2133650686,0
2185019797,1
2200747243,0
2200770633,1
2200825910,0
2520032099,1
2555878891,0
2555905149,1
2555960584,0
2558021490,1
2593535759,0
2593571301,1
2593652757,0
2596018206,1
2632334933,0
2632368797,1
2632437515,0
2635016861,1
2671529760,0
2671563854,1
2671631289,0
2673026248,1
2715444973,0
2715472117,1
2715528247,0
2718018538,1
2778965560,0
2779001254,1
2779067605,0
2781036908,1
2817404934,0
2817443530,1
2817498654,0
2837017149,1
2872819736,0
2872842663,1
2872913733,0
2892029456,1
2928074006,0
2928094557,1
2928139938,0
2930041760,1
2966157825,0
2966178256,1
2984468289,0
2984491114,1
3014179253,0
3014211493,1
3031583844,0
3031603007,1
3062035167,0
3062054470,1
3079705349,0
3079727066,1
3097256647,0
3097299262,1
3135752917,0
3135773455,1
3153777810,0
3153796773,1
3181386909,0
3181409608,1
3251435060,0
3251455334,1
3357692361,0
3357726354,1
3388003729,0
3388025105,1
3417665266,0
3417683196,1
3417737446,0
3417754055,1
3417788676,0
3445017352,1
3481512422,0
3481530998,1
3481654547,0
3516018024,1
3552208380,0
3552226055,1
3552259200,0
3572014917,1
3608269718,0
3608298051,1
3638440191,0
3638457805,1
3638490353,0
3638503818,1
3638529089,0
3665013554,1
3701235806,0
3701270795,1
3701308043,0
3755029054,1
3790287339,0
3790309826,1
3790346087,0
3800017873,1
4076088757,0
4077216126,1
4114492241,0
4114526489,1
4144060923,0
4144087465,1
4174209603,0
4174234130,1
4204308608,0
4204333509,1
4222883069,0
4222907666,1
4250661272,0
4250984590,1
4267695462,0
4267715132,1
4286164493,0
4286188823,1
4314468568,0
4314505631,1
4344154281,0
4344184933,1
4362611720,0
4362628488,1
4392621767,0
4392640533,1
4423133761,0
4423160890,1
4452806819,0
4452833594,1
4483079980,0
4483104778,1
4483142590,0
4483157857,1
4483183974,0
4544014255,1
4580112449,0
4580137677,1
4610215323,0
4610242848,1
4664807672,0
4664834482,1
4753293345,0
4753319835,1
4783300811,0
4783333541,1
4813012624,0
4813036995,1
4868021568,0
4868052723,1
4868092893,0
4868108818,1
4868135160,0
4878023701,1
4947982074,0
4948029044,1
4966306117,0
4966324928,1
4990186637,0
4990201880,1
5023656571,0
5023679489,1
5040662902,0
5040678329,1
5112278234,0
5112300561,1
5129725660,0
5129742106,1
5146759005,0
5146785853,1
5165011877,0
5165027529,1
5195526551,0
5195545375,1
5225471987,0
5225488288,1
5255944800,0
5255962671,1
5285977878,0
5285994026,1
5316375532,0
5316391478,1
5326048281,0
5326063356,1
5334610033,0
