time,numWorkers
977943,1
999325,2
1498793,1
1535193,0
1686820,1
1689049,2
1749153,3
1812755,4
1891939,5
2009757,4
2065201,5
2126899,4
2181726,3
2275994,2
2644980,1
2687014,0
213055653,1
304053622,2
322054193,1
354051336,2
371899314,1
371928915,2
372122615,1
373041013,2
375936831,1
386038963,2
389052301,3
394946326,2
397059510,3
406039930,2
420489126,1
436054572,2
437664313,1
437693043,2
437858772,1
438045274,2
439057703,3
439322017,2
443034931,3
444054088,4
444590813,3
446038783,4
448032932,5
451037691,6
451045109,7
453793609,6
453821722,7
453980586,6
457228633,5
464928218,4
469455342,3
469484605,4
469651188,3
470472554,2
471051415,3
471409930,2
473033945,3
473258908,2
479044490,3
480458270,2
480487130,3
480643769,2
482023944,3
491034330,4
492045646,5
492604940,4
497032615,5
501038916,6
503049450,7
516044730,8
518941187,7
520278697,6
520307628,7
520470078,6
520505391,7
521584208,6
521614602,7
521776302,6
525466742,5
526842341,4
526872912,5
527032336,4
527041360,5
532026486,6
532055918,7
533038040,8
533110086,7
533139120,8
533299879,7
534016875,6
534025033,7
534057903,8
534307037,7
535023558,8
535260003,7
535289587,8
535447044,7
542887339,6
542915720,7
543073844,6
550997170,5
551025324,6
551197025,5
554164964,4
554192821,5
554350697,4
569038493,5
571037498,6
574040533,5
574046683,6
574110243,5
574138716,6
574319020,5
575355617,4
577211012,3
579035461,4
580039484,5
580265158,4
580574572,3
592671998,2
592718927,3
592912221,2
600027887,3
600625565,2
603045129,3
605146177,2
605197892,3
605487681,2
606026940,1
612037930,2
612044013,3
612807338,2
614210372,1
614237683,2
614399399,1
617023410,2
617036891,3
618688065,2
620042127,3
620738787,2
620780360,3
621048188,2
624107824,1
624138003,2
624298988,1
627032302,2
627593167,1
629000207,0
629027998,1
629182024,0
630031820,1
631004047,0
637046585,1
638779315,0
640051812,1
640751801,0
647040695,1
647988504,0
652032914,1
653022466,2
653089118,1
653509384,0
656032256,1
657126779,0
660029553,1
660974320,0
662021366,1
662023274,2
663371202,1
663550444,0
665044933,1
665743087,0
669031041,1
670006501,0
670026068,1
671034710,2
675014126,1
675059487,2
675309761,1
675550903,0
677021424,1
677786680,0
679025870,1
681045834,2
681508741,1
681534150,2
681721435,1
684808193,0
684833692,1
685016678,0
685031214,1
685591927,0
694041820,1
695857272,0
700039031,1
701741036,0
703034520,1
704031621,2
705797241,1
706028710,2
706945922,1
708042455,2
709409140,1
709433856,2
709597725,1
710572000,0
713026052,1
714005252,0
716026182,1
717022630,2
717115679,1
717585362,0
718033679,1
718423656,0
726032347,1
726442893,0
733023324,1
733561138,0
738025507,1
738744030,0
743025031,1
743956333,0
747024626,1
747976557,0
748031886,1
748829753,0
753021627,1
753028784,2
753815866,1
754837122,0
755029737,1
755030099,2
755783655,1
756565121,0
757022372,1
757896292,0
758037149,1
758494929,0
760023273,1
760839612,0
762027699,1
763767797,0
764025394,1
764809631,0
765027847,1
766037199,2
766864725,1
768021492,2
768424677,1
768598190,0
772033931,1
772534471,0
782024823,1
782530690,0
787033168,1
787898252,0
791022914,1
791025801,2
792039748,1
793021526,2
793494399,1
793727717,0
795030709,1
796021834,2
796024688,3
796171339,2
797911446,1
797957776,2
798039168,3
798275260,2
798465749,1
798929440,0
799021705,1
799036443,2
800027923,3
800610125,2
801472357,1
801498576,2
801528085,1
801674380,0
802024440,1
802628637,0
803039519,1
803980660,0
805024248,1
805033621,2
805896179,1
806025360,2
806029548,3
806135155,2
806497249,1
806960324,0
808022761,1
808022878,2
808840330,1
810024516,2
810478405,1
812026582,2
813024268,3
813028479,4
813172928,3
813622931,2
813648504,3
813801457,2
814008659,1
814021063,2
814280419,1
814465114,0
816030239,1
817023178,2
817160774,1
817624187,0
819028084,1
819685534,0
820022418,1
820572905,0
822053234,1
823034360,2
823128067,1
823684765,0
824033113,1
825522068,0
829024005,1
829686554,0
832033570,1
832678088,0
835026846,1
836140554,0
837030213,1
839717317,0
841024016,1
841577594,0
844028169,1
845493357,0
845518657,1
845716819,0
846024507,1
846036426,2
846509999,1
847089157,0
848033462,1
848507771,0
852033315,1
852566233,0
853028400,1
854023831,2
854024594,3
854334424,2
854360956,3
854523205,2
854575099,1
854655113,0
856023092,1
856037660,2
856637862,1
857599805,0
857625895,1
857789184,0
862025271,1
862026354,2
862034619,3
862599706,2
862906508,1
862932796,2
863037505,3
863110205,2
863801668,1
864023559,2
864779855,1
864804865,0
866024107,1
866036852,2
866514302,1
866873041,0
869035592,1
869545089,0
871022795,1
871025344,2
871026231,3
871507893,2
871526810,1
871608483,0
874031523,1
874570646,0
878023943,1
878044720,2
878527793,1
880225201,0
881023768,1
881493931,0
883024044,1
884028804,2
885025902,1
885097397,0
887045069,1
889212138,0
889250301,1
889423111,0
894035053,1
894580414,0
896023182,1
896590015,0
903039663,1
903616688,0
906034231,1
906773915,0
913029464,1
914040056,0
918037813,1
919022828,2
919210600,1
919542389,0
921028098,1
921516780,0
922023924,1
922906665,0
928035912,1
928531642,0
931047625,1
931748133,0
936023505,1
937928002,0
938032304,1
939849198,0
939873257,1
940030101,0
945026262,1
946990356,0
948035133,1
950183462,0
950208295,1
950359799,0
952022040,1
952947714,0
960023180,1
961025342,2
961068341,1
962243934,0
967045147,1
968021305,2
968239623,1
969022601,2
970295382,1
970331863,0
971023756,1
972029620,2
972038441,1
972881335,0
977023043,1
977677560,0
979025715,1
983026908,2
984267276,1
992022908,2
992925677,1
1001022241,2
1010510547,1
1010537405,2
1010701806,1
1019034971,2
1022023852,3
1029043312,4
1030024860,5
1030220995,4
1032028710,5
1032648913,4
1032675463,5
1035026523,6
1035204336,5
1035229521,6
1035376793,5
1039023926,6
1042022506,7
1042787021,6
1043128390,5
1043152739,6
1043314455,5
1053130648,4
1053156562,5
1053348449,4
1057225141,3
1057264954,4
1059360076,3
1059390322,4
1061048398,3
1061074806,4
1061266577,3
1064936901,2
1064961572,3
1065122718,2
1065417012,1
1065443034,2
1065604528,1
1066022746,2
1066997001,1
1068368110,0
1068395872,1
1070027472,2
1071004695,1
1071855842,0
1071881066,1
1072024751,0
1074029195,1
1075172051,0
1080032357,1
1080050360,2
1081082270,1
1082456039,0
1083023658,1
1083024186,2
1084024984,3
1084507201,2
1085028176,3
1085482534,2
1085678019,1
1085703722,2
1085858168,1
1085948453,0
1087024628,1
1087025849,2
1087542195,1
1088098428,0
1089033050,1
1089992918,0
1090034925,1
1090035708,2
1090921846,1
1092453106,0
1093027437,1
1093691002,0
1094035032,1
1096030717,2
1096939207,1
1097026295,2
1097033460,3
1097490719,2
1098022723,3
1098039850,4
1098293061,3
1098363191,2
1099023148,3
1099758200,2
1100024479,3
1100270914,2
1100563707,1
1101032990,2
1101516457,1
1101628137,0
1104022479,1
1104027768,2
1104877434,1
1105024198,2
1105025111,3
1105276766,2
