time,numWorkers
1105578760,1
1106021006,2
1106127993,1
1106540477,0
1108028356,1
1109264145,0
1111023854,1
1111477329,0
1113024448,1
1114038977,2
1114460329,1
1115402744,0
1116023199,1
1118592299,0
1121034625,1
1121041080,2
1121785894,1
1123568846,0
1124021127,1
1124029126,2
1124535599,1
1124580668,0
1127021833,1
1128023331,2
1128240891,1
1129033269,0
1130024004,1
1130027750,2
1130552391,1
1131058857,0
1136035511,1
1136466689,0
1136491214,1
1136888390,0
1137021043,1
1138024698,2
1138396230,1
1138491438,0
1139034330,1
1139593023,0
1140020671,1
1140957709,0
1145026604,1
1145556262,0
1146020310,1
1146025792,2
1146033279,3
1146559767,2
1146684831,1
1147023313,2
1147419514,1
1148020002,2
1149042608,1
1149068248,2
1149341563,1
1149524875,0
1150044878,1
1150517128,0
1153019412,1
1153022195,2
1153430442,1
1153450930,0
1154024538,1
1154502170,0
1155026143,1
1155026580,2
1155513536,1
1155821210,0
1155846252,1
1156016542,0
1157037919,1
1157784706,0
1162023492,1
1162033197,2
1162506696,1
1163036444,2
1163492247,1
1164183013,0
1164207079,1
1164357747,0
1165044671,1
1165700180,0
1166022996,1
1166556126,0
1167036647,1
1167040125,2
1168167115,1
1169485068,0
1169510128,1
1169664746,0
1171028434,1
1173445026,0
1173468869,1
1173611937,0
1178033266,1
1178469371,0
1180023334,1
1180441930,0
1187049450,1
1187589808,0
1190063293,1
1190854201,0
1203033047,1
1203465231,0
1205023514,1
1205024086,2
1205421059,1
1206023044,0
1210033456,1
1211016046,0
1212038637,1
1212545335,0
1214038941,1
1214974300,0
1215026894,1
1215638810,0
1218033834,1
1218999274,0
1220036602,1
1222023383,2
1222391816,1
1222422639,2
1222570846,1
1223868085,0
1223892549,1
1224043521,0
1227021572,1
1228028890,0
1229035990,1
1231843927,0
1231869784,1
1232025846,2
1232032143,1
1235659358,0
1244033939,1
1245023877,2
1245096872,1
1246095140,0
1251023695,1
1252171173,0
1253021187,1
1253956279,0
1255030354,1
1256261106,0
1259021893,1
1260378348,0
1261022046,1
1262077041,0
1264032260,1
1264966604,0
1268035531,1
1269022854,0
1271045524,1
1272352096,0
1274037046,1
1275356187,0
1278024318,1
1278997580,0
1291061779,1
1292469368,0
1294021934,1
1295226319,0
1296025710,1
1297205045,0
1302049349,1
1303022382,2
1303268222,1
1303915461,0
1305030359,1
1305035070,2
1305036676,3
1305892056,2
1305962739,1
1306028950,2
1306073421,1
1307110113,0
1310021813,1
1310028969,2
1311043217,1
1311074254,0
1312037937,1
1313047114,0
1314022187,1
1315038594,2
1316118026,1
1316864812,0
1322024511,1
1323029188,0
1327021729,1
1327907175,0
1331024796,1
1332023497,2
1332184597,1
1333030760,2
1334099280,1
1334503776,0
1335029977,1
1335386506,0
1337023858,1
1337964077,0
1339035847,1
1339392655,0
1341024110,1
1342393458,0
1346023330,1
1346024468,2
1347048986,1
1348143069,0
1350055830,1
1351022742,2
1351416364,1
1353910227,0
1353948661,1
1354032133,2
1354034436,3
1354134113,2
1354530741,1
1354932114,0
1356022855,1
1356901687,0
1357023059,1
1359022720,2
1359393668,1
1362021877,2
1362983156,1
1363022655,2
1364010236,1
1364023724,2
1364031358,3
1364457915,2
1364914224,1
1365022942,2
1366220958,1
1368049296,2
1368739752,1
1371047735,2
1372048716,3
1372526817,2
1372978520,1
1374037502,2
1376035155,3
1376295467,2
1376420062,1
1379037735,2
1380035586,3
1380051474,4
1380074673,3
1380508029,2
1380683604,1
1381396073,0
1383034885,1
1386035212,2
1386447083,1
1388034503,2
1389021556,3
1389028282,4
1389211921,3
1389398502,2
1389545503,1
1391024345,2
1391031203,3
1391463544,2
1392317345,1
1392798883,0
1392826746,1
1392989998,0
1394040476,1
1394735182,0
1395035517,1
1396022860,2
1396031245,1
1396035562,2
1396425406,1
1396436779,0
1397023995,1
1397993031,0
1399033757,1
1399572705,0
1402035460,1
1403023978,2
1403244616,1
1403396204,0
1404022058,1
1404988837,0
1405034472,1
1405387323,0
1407023633,1
1408098321,0
1412021753,1
1412022534,2
1412028128,3
1412368484,2
1412389413,1
1413250077,0
1414023444,1
1414378497,0
1415028665,1
1415401034,0
1417038680,1
1418220293,0
1420034188,1
1420395453,0
1421036850,1
1421454630,0
1422024148,1
1422028294,2
1422440761,1
1423036445,2
1423318041,1
1423417052,0
1428023598,1
1428385173,0
1429035651,1
1429035918,2
1429581663,1
1430047265,2
1430512304,1
1431766884,0
1431793334,1
1431952848,0
1432039989,1
1432603598,0
1433034673,1
1433423710,0
1434037253,1
1435032195,2
1435282073,1
1436302395,0
1437024963,1
1437464058,0
1438025982,1
1439392143,0
1439418808,1
1439577860,0
1441023960,1
1441403608,0
1442022564,1
1442401284,0
1444022476,1
1444370307,0
1445046276,1
1445609933,0
1447022771,1
1447420038,0
1450040850,1
1450418060,0
1452037478,1
1452490692,0
1453023080,1
1453437767,0
1457045436,1
1457500039,0
1470062378,1
1471266746,0
1472036418,1
1473210672,0
1479028427,1
1480042242,2
1480178227,1
1481043160,0
1482023395,1
1483396844,0
1485024260,1
1486035060,2
1486113947,1
1486450186,0
1487021415,1
1487987507,0
1488036497,1
1488397612,0
1489030588,1
1489978873,0
1490023729,1
1491088044,0
1494049363,1
1495024234,2
1495184205,1
1495394798,0
1496033734,1
1497099999,0
1498024315,1
1498502028,0
1498526887,1
1499758723,0
1502025519,1
1503233560,0
1510021650,1
1511040527,2
1511211604,1
1512220413,0
1517024199,1
1518156462,0
1519044030,1
1520459882,0
1521025899,1
1522100997,0
1526045624,1
1527791390,0
1534037886,1
1535734995,0
1536022269,1
1537346402,0
1539038950,1
1539905998,0
1544033654,1
1545462852,0
1546112012,1
1547185276,0
1549022965,1
1550161278,0
1552025640,1
1553616597,0
1560028326,1
1561174126,0
1570020601,1
1570913296,0
1572028960,1
1572037859,2
1572901416,1
1572990231,0
1576037760,1
1577025280,2
1577898974,1
1578057922,0
1579034098,1
1580028341,2
1580050641,1
1580974381,0
1581025813,1
1582026775,2
1582082884,1
1583023756,0
1584037562,1
1585026530,2
1585359518,1
1586085585,0
1588021405,1
1588964929,0
1589024446,1
1590071422,0
1594035750,1
1595002020,0
1597034317,1
1598035007,2
1598500221,1
1599095191,0
1600024140,1
1601643293,0
1602040410,1
1604015707,0
1604031188,1
1604927789,0
1606031944,1
1607137022,0
1608024197,1
1609260300,0
1613024277,1
1613037524,2
1614224389,1
1614550017,0
1617053241,1
1618025265,2
1619447424,1
1620697357,0
1620723815,1
1620887239,0
1621033810,1
1622023201,2
1622435638,1
1623472459,0
1627024476,1
1628445942,0
1629024750,1
1630025261,0
1631025647,1
1631031630,2
1631038036,3
1631975701,2
1632306181,1
1632722730,0
1635020651,1
1636638377,0
1637023969,1
1637981460,0
1638025480,1
1639022873,2
1639025560,3
1639029903,4
1639101034,3
1640024364,4
1640028884,3
1640384070,2
1640397954,1
1641182370,0
1643020972,1
1644490111,0
1645036021,1
1646039927,2
1646044663,1
1647025256,2
1647054843,3
1647442495,2
1648042454,1
1648530236,0
1649027555,1
1650345668,0
1653024106,1
1654035091,2
1654059431,1
1655033882,2
1655407092,1
1656024779,2
1656122950,1
1656786104,0
1658022738,1
1658027040,2
1659367027,1
1659537978,0
1661024489,1
1661035921,2
1662209398,1
1662657405,0
1663025819,1
1663033378,2
1664028084,3
1664050105,2
1664121995,1
1665111547,0
1666034094,1
1666770371,0
1667025019,1
1668422688,0
1669028117,1
1670020845,2
1670644310,1
1671020252,2
1671037010,3
1671084770,2
1672024427,3
1672130768,2
1672130958,1
1672730913,0
1674023547,1
1675352889,0
1679021920,1
1679022796,2
1679026189,3
1679985042,2
1680022892,1
1680036146,0
1681023810,1
1681703624,0
1682027741,1
1682696599,0
1684022320,1
1685205603,0
1687021068,1
1688022550,2
1688024167,3
1688359383,2
1688853870,1
1689218263,0
1690022739,1
1690024897,2
1690804405,1
1691033950,0
1695054831,1
1696028391,2
1696042703,3
1696404668,2
1697041931,3
1697652077,2
1697887672,1
1698449317,0
1698475687,1
1698663582,0
1700025150,1
1701038240,2
1701043374,3
1701328545,2
1702729500,1
1704854823,0
1705025726,1
1705038654,2
1705871820,1
1707565441,0
1707590341,1
1707743201,0
1708024064,1
1708781477,0
1711035712,1
1712060757,0
1714024985,1
1714811803,0
1720025515,1
1720031000,2
1720792889,1
1721084624,0
1722036112,1
1722748830,0
1723046010,1
1723956276,0
1729025327,1
1729826219,0
1732023294,1
1732764354,0
1737029641,1
1738241657,0
1739024708,1
1740190831,0
1746032222,1
1747025515,2
1747383329,1
1747896309,0
1749025120,1
1750385824,0
1752023957,1
1753030264,2
1754347031,1
1755024209,2
1755261451,1
1755286700,2
1755435704,1
1756026790,2
1756782668,1
1756807111,2
1756956608,1
1759047135,0
1760026652,1
1762043786,2
1764435604,1
1764587525,0
1764615491,1
1764766310,0
1766048829,1
1768891651,0
1769024537,1
1770066859,0
1777022641,1
1778023898,2
1778442947,1
1779292916,0
1784023470,1
1786026811,2
1786197475,1
1787355999,0
1788036283,1
1790956581,0
1793044830,1
1794744083,0
1801048898,1
1802807944,0
1803024044,1
1804743551,0
1806025219,1
1807089643,0
1813031695,1
1815355299,0
1816024660,1
1819892645,0
1828031018,1
1829404293,0
1837024166,1
1838024313,2
1839022968,3
1841012878,2
1841996554,1
1842472724,0
1843023795,1
1843025344,2
1845798039,1
1845822303,2
1846008806,1
1846033200,2
1847021157,3
1847234016,2
1847436798,1
1847793290,0
1848038330,1
1849033595,2
1850308222,1
1851038243,2
1852023573,3
1852278316,2
1853023491,1
1853993000,0
1854017149,1
1854168161,0
1855021628,1
1856023021,2
1856964522,1
1857083934,0
1861035433,1
1863901404,0
1864022303,1
1864023254,2
1865344737,1
1865669047,0
1867024017,1
1868033734,2
1868497488,1
1868902194,0
1871039326,1
1872023575,2
1872077056,1
1872581761,0
1875023356,1
1876362418,0
1880018428,1
1880025391,2
1881216722,1
1881245116,0
1883034958,1
1884024755,2
1884520551,1
1886954280,0
1887003214,1
1887219489,0
1888026334,1
1889023141,0
1896024280,1
1897187134,0
1898023843,1
1898857618,0
1904023835,1
1905030685,2
1905085355,1
1906023731,2
1906926050,1
1907019086,2
1907023006,3
1908319718,2
1910034983,3
1910067967,2
1910519480,1
1912024063,2
1912029770,3
1912450391,2
1913503047,1
1913799499,0
1914030588,1
1914045029,2
1914691251,1
1915655774,0
1916045783,1
1919024733,2
1919157205,1
1919452540,0
1921030367,1
1922026400,2
1922034052,3
1922518165,2
1922700689,1
1923433995,0
1924024643,1
1925018376,2
1925069016,3
1925550178,2
1925576862,1
1926029105,2
1926463675,1
1926761251,0
1928021048,1
1928026437,2
1929057953,3
1929438691,2
1929561772,1
1929839479,0
1930026520,1
1930733207,0
1930761980,1
1931032134,2
1931033003,3
1931358126,2
1932035454,3
1932219763,2
1932326665,1
1933298761,0
1934025696,1
1934701389,0
1935027606,1
1935689710,0
1936022352,1
1936401230,0
1937046340,1
1938024740,2
1938041284,3
1938444414,2
1938595063,1
1938811282,0
1939023634,1
1939616105,0
1940023557,1
1941748369,0
1945022660,1
1945586407,0
1946032986,1
1947365948,0
1948043464,1
1948932358,0
1951031336,1
1953949813,0
1955034594,1
1957304901,0
1962022531,1
1962416602,0
1963042566,1
1964022838,2
1964417133,1
1965107648,0
1965128397,1
1965252081,0
1967044416,1
1969738010,0
1969783408,1
1970072438,0
1971036137,1
1971067008,2
1971077157,3
1971665526,2
1972635980,1
1973023577,2
1973070123,1
1973096254,2
1973225604,1
1973891302,0
1978023640,1
1978499619,0
1979022963,1
1979385135,0
1980024084,1
1980463680,0
1981023215,1
1981405226,0
1986036388,1
1986465068,0
1987035744,1
1987054502,2
1987673990,1
1988028192,2
1988426099,1
1989047130,2
1989484296,1
1990034350,2
1992508574,1
1992549774,2
1992748542,1
1994022436,2
1995248918,1
1999031370,2
2001388240,1
2001428636,2
2001654644,1
2003040443,2
2004563732,1
2005023017,2
2006278694,1
2016023361,2
2018028184,1
2019036695,2
2019566702,1
2020032000,2
2022024292,3
2022450257,2
2023029523,3
2032026346,4
2036410329,3
2036451039,4
2040354608,3
2040378936,4
2040522924,3
2048022464,4
2053814219,3
2053836863,4
2053990251,3
2054033589,4
2058036498,5
2065451126,4
2065476299,5
2065683555,4
2065726204,5
2065939153,4
2075043108,5
2076992454,4
2077023410,5
2077154768,4
2077484278,3
2077509890,4
2078681987,3
2078709366,4
2078905749,3
2088935191,2
2088957650,3
2090034180,2
2090058554,3
2090175366,2
2098072006,1
2098096588,2
2099270387,1
2099304940,2
2099443301,1
2106928143,0
2106952833,1
2107025998,2
2108453781,1
2109033689,2
2110788026,1
2112072580,0
2112094106,1
2112213815,0
2116030548,1
2117513380,0
2119036014,1
2128049814,2
2129019476,3
2129799813,2
2130195540,1
2131028480,2
2132222651,1
2133049364,2
2135318849,1
2135363308,2
2136961922,1
2137899580,0
2138031468,1
2139449812,0
2142020323,1
2143091421,0
2144028766,1
2145563017,0
2154023130,1
2156706006,0
2156725881,1
2156842889,0
2158026305,1
2158037030,2
2158702480,1
2160018974,2
2160809432,1
2160841551,2
2161019560,3
2161049024,2
2161269583,1
2161996025,0
2162035765,1
2162778534,0
2164033440,1
2165018982,2
2165043910,3
2165125802,2
2166209810,1
2166534290,0
2168021332,1
2168632127,0
2170021272,1
2171082939,0
2172018862,1
2172948125,0
2173020329,1
2173607523,0
2174020017,1
2175405742,0
2178024342,1
2179086154,0
2181019874,1
2182104723,0
2183019486,1
2184130047,0
2186021816,1
2187097591,0
2191018059,1
2192021113,2
2192161543,1
2195112152,0
2211018097,1
2211037774,2
2212020718,3
2212106150,2
2213023148,3
2213029034,4
2213184301,3
2213643140,2
2213822322,1
2214018230,2
2214019488,3
2214257667,2
2214277569,3
2214397460,2
2215142711,1
2215534700,0
2216021985,1
2216732853,0
2217059466,1
2217704244,0
2218022283,1
2218621104,0
2219037045,1
2220034553,2
2221032793,3
2221037083,4
2221837613,3
2221863400,4
2221970047,3
2222024815,4
2222027743,5
2222051673,4
2222595469,3
2222890239,2
2222990852,1
2223012666,2
2223017422,3
2223019716,4
2223175829,3
2223691676,2
2224037879,1
2224060599,2
2224190811,1
2224512603,0
2226020994,1
2226572872,0
2228029429,1
2229168096,0
2230031591,1
2231021414,2
2231036146,3
2231953062,2
2232134969,1
2232230883,0
2233035758,1
2233094430,2
2233995835,1
2234714618,0
2235022357,1
2238011144,0
2238030196,1
2238032114,2
2238154610,1
2240139343,0
2241020793,1
2241031563,2
2242022378,3
2242033920,4
2242320822,3
2243022828,2
2243521142,1
2243774386,0
2243796697,1
2243934457,0
2245045381,1
2247261180,0
2247284452,1
2247445320,0
2251067289,1
2253021487,2
2253029922,1
2254621745,0
2258033292,1
2258209589,2
2258586553,1
2261034769,0
2262029449,1
2262573342,0
2265045408,1
2266047420,0
2267026900,1
2267788875,0
2269022184,1
2269931990,0
2270017912,1
2270018852,2
2270840864,1
2271020135,2
2271055920,3
2271234777,2
2272321388,1
2272344038,2
2272480846,1
2275028589,2
2275036153,3
2275786948,2
2275945924,1
2275969280,2
2276104839,1
2276656106,0
2278022501,1
2278025290,2
2279028497,3
2280595805,2
2281019730,3
2281404816,2
2281426912,3
2281565157,2
2281661898,1
2281697717,0
2282020470,1
2282642188,0
2285032407,1
2286156558,0
2290023510,1
2290770693,0
2294040770,1
2295025886,2
2296247925,1
2296270424,2
2296396691,1
2296726566,0
2303019146,1
2305283345,2
2305675319,1
2305696015,2
2305819896,1
2306022760,2
2307632998,1
2307652595,2
2307777021,1
2308622065,0
2308642410,1
2308760408,0
2311042362,1
2312043389,0
2313018340,1
2313597859,0
2319020154,1
2320020524,0
2320043176,1
2321715993,0
2323019578,1
2323782681,0
2325023465,1
2326209490,0
2327034140,1
2328031690,2
2329017225,3
2329037841,4
2329249115,3
2330255798,2
2330283114,1
2337021703,2
2338273629,1
2340017514,2
2341201541,1
2363027633,2
2363891082,1
2369019894,2
2370209034,1
2372027446,2
2373161736,1
2377032098,2
2378052659,1
2379025283,2
2380120660,1
2387022145,2
2388296294,1
2389020786,2
2390224190,1
2405018165,2
2405956312,1
2410020132,2
2411045180,1
2414038091,2
2415545025,1
2420019374,2
2420019715,3
2421519383,2
2421565512,1
2423034191,2
2424190431,1
2425020520,2
2425613869,1
2428022010,2
2428030160,3
2428845616,2
2430023353,3
2430091299,2
2431087859,1
2432020342,2
2433021157,3
2433670859,2
2434018992,1
2437026874,2
2438711894,1
2441322146,0
2441344420,1
2447025361,2
2449335889,1
2449356506,2
2449478206,1
2452033936,2
2452554416,1
2453020264,2
2454514882,1
2456029339,2
2458295966,1
2458330647,2
2458539421,1
2462021185,2
2463118288,1
2464021349,2
2465218789,1
2471025143,2
2472006843,1
2472030095,2
2473525749,1
2474025332,2
2476373561,1
2477027686,2
2477044383,3
2477564104,2
2478038641,3
2478307390,2
2479035625,3
2479590627,2
2480226856,1
2480253158,2
2480485751,1
2481037245,2
2482023500,3
2482599176,2
2482640404,1
2486018068,2
2486030907,3
2487020936,4
2487023911,5
2487257532,4
2487638084,3
2487667716,2
2487679826,1
2488030913,2
2488886300,1
2489018273,2
2489026331,3
2489565029,2
2491939593,1
2491959703,2
2492031189,3
2492127905,2
2492645899,1
2493020371,2
2493842474,1
2493864692,2
2493995809,1
2495020724,2
2495970728,1
2496027834,2
2496784327,1
2498019854,2
2498031771,3
2499019714,4
2499264317,3
2499512568,2
2500437106,1
2502028169,2
2502491585,1
2503017914,2
2503032811,3
2503594748,2
2504020891,3
2504668228,2
2505582726,1
2506019208,2
2506038547,3
2506554139,2
2507642263,1
2507662772,2
2507785301,1
2509019169,2
2510279650,1
2513022045,2
2513033944,3
2514410738,2
2514433248,3
2514441609,2
2514604308,1
2516021569,2
2517662618,1
2517683946,2
2517811361,1
2518005427,0
2518028811,1
2529021365,2
2530071859,3
2530159979,2
2532069078,1
2535020010,2
2535582075,1
2537098005,2
2538017276,3
2538034905,4
2538667982,3
2539120012,2
2539819790,1
2541038114,2
2542059618,3
2542219035,2
2544022014,3
2544597578,2
2545032230,3
2545467621,2
2545505408,3
2545518618,2
2545708240,1
2546020308,2
2546030917,3
2546944603,2
2547012944,1
2547039556,2
2548026610,3
2548423591,2
2548444253,3
2548570166,2
2548610810,1
2553018982,2
2553573745,1
2554019800,2
2554529290,1
2555031862,2
2555037218,3
2556030594,4
2556032031,5
2556113065,4
2556120637,3
2556519719,2
2556543649,3
2556637751,2
2556720503,1
2557016766,2
2557590091,1
2558031350,2
2558631383,1
2561018886,2
2562030276,3
2562247127,2
2562621462,1
2563020604,2
2563037637,3
2564238735,2
2566023825,3
2566089418,2
2566136826,3
2566381424,2
2566614832,1
2570020516,2
2571259024,1
2573020884,2
2574248070,1
2594032186,2
2594553776,1
2595352683,0
2595376509,1
2596031185,2
2596675094,1
2603031605,2
2603541030,1
2606020763,2
2608226179,1
2608245917,2
2608362946,1
2613017794,2
2613028872,3
2614373167,2
2614454440,1
2616018449,2
2616937667,1
2619049113,2
2620490022,1
2622033198,2
2623003216,1
2623042805,2
2624239231,1
2639835884,0
2639860531,1
2647025958,2
2648221509,1
2653049821,2
2654518627,1
2656022639,2
2657065570,1
2671026165,2
2672021933,3
2673019769,4
2673121334,3
2673150592,2
2673929224,1
2678041405,2
2679345522,1
2680021993,2
2681018768,3
2681042287,2
2682320435,1
2683020868,2
2684039629,1
2691020757,2
2692132115,1
2696048618,2
2696568099,1
2698019029,2
2699038452,3
2699086571,2
2699842012,1
2702023356,2
2702383426,1
2703002836,0
2703024923,1
2703028256,2
2704417894,1
2706025468,2
2706048917,3
2706693676,2
2707719094,1
2713019588,2
2713982168,1
2714027112,2
2715370031,1
2717043253,2
2718653238,1
2719024427,2
2720178369,1
2722022860,2
2723018967,3
2723046873,2
2724171904,1
2727029019,2
2728258299,1
2729032829,2
2730275109,1
2731020148,2
2731025252,3
2732094372,2
2732263144,1
2738019577,2
2739113880,1
2740030142,2
2741479593,1
2744022930,2
2745674310,1
2748019213,2
2748024994,3
2748360139,2
2749263848,1
2750030434,2
2750337828,1
2753020062,2
2753039304,3
2753432681,2
2754509247,1
2756022468,2
2756032532,3
2756379666,2
2757030945,3
2757163070,2
2757391257,1
2758220720,0
2758243882,1
2760028609,2
2760034379,3
2760430598,2
2760467809,1
2763030122,2
2763412953,1
2764018715,2
2765017311,3
2765117293,2
2766030245,3
2766446178,2
2766706030,1
2768029679,2
2768567874,1
2771019257,2
2772018698,3
2772028211,4
2772176146,3
2772422482,2
2773008345,1
2773020416,2
2774199359,1
2777019541,2
2778131660,1
2779019030,2
2779026484,3
2779958875,2
2780033369,3
2780253715,2
2781018040,3
2781457078,2
2781469072,1
2783020815,2
2784175364,1
2788017320,2
2788934961,1
2791030203,2
2791074459,3
2792177097,2
2793117855,1
2795058656,2
2795761155,1
2802038991,2
2803038665,1
2803067393,2
2803809239,1
2804019980,2
2805009655,1
2811019303,2
2811982798,1
2812017132,2
2812347991,1
2813099621,0
2813122049,1
2814017271,2
2814019475,3
